
Kendriya Vidyalaya - KV No. 1 Adampur,"Jalandhar - 144103, Punjab, India",Mobile : 9779216365 
Kendriya Vidyalaya - KV No. 3 AFS Bhaisiana,"Bathinda - 151201, Punjab, India",Mobile : 9463850954 (Principal) 
Khalsa College Girls Senior Secondary School,Mobile : 9463949621 ,Mobile : 9463949621 
Khalsa College Public School,"Amritsar - 143001, Punjab, India",Mobile : 9780030460 
Kid's Castle Play School and Day Care,"Jalandhar - 144001, Punjab, India",Mobile : 9023511553 
Kiddies World School,"Jalandhar, Punjab, India",Mobile : 9815697714 
Kids Day Out Play Way and Nursery School,"Jalandhar - 144001, Punjab, India",Mobile : 9888885172 
Kids Dreamland Playway School,"Ludhiana - 141003, Punjab, India",Mobile : 9815000676 
Kids Gurukul,"Bathinda - 151001, Punjab, India","Mobile : 7009521280, 6239030460, 9878792020, 7307071100 "
Kids Home Playway School,"Ludhiana - 141003, Punjab, India",Mobile : 9914409374 
Kids Kingdom Play Way School,"Ludhiana - 141001, Punjab, India",Mobile : 9814069309 
Kids Villa Kindergarten School,"Jalandhar - 144040, Punjab, India","Mobile : 904100079, 904100078 "
Kidz Grooming Play School,"Jalandhar - 144008, Punjab, India",Mobile : 9501476939 
Kidzee - Abohar,"Abohar - 152116, Punjab, India",Mobile : 9988200100 
Kidzee - Baba Ala Singh Nagar,"Barnala - 148101, Punjab, India",Mobile : 9803598474 
Kidzee - Bath Road,"Tarn Taran - 143401, Punjab, India",Mobile : 8699555955 
Kidzee - Bhucho Mandi,"Bathinda - 151101, Punjab, India",Mobile : 9501009531 
Kidzee - Civil Station,"Bathinda - 151001, Punjab, India",Mobile : 9417000376 
Kidzee - Doraha,"Ludhiana - 141421, Punjab, India",Mobile : 9815409065 
Kidzee - Fateh Garh Churian,"Gurdaspur - 143602, Punjab, India",Mobile : 9872998585 
Kidzee - Fatehgarh Sahib,"Fatehgarh Sahib - 140406, Punjab, India",Mobile : 9872317666 
Kidzee - Jagraon,"Ludhiana - 160019, Punjab, India",Mobile : 8556075572 
Kidzee - Jamapur,"Ludhiana - 141010, Punjab, India",Mobile : 9780425997 
Kidzee - Jaspal Bangar,"Ludhiana - 141122, Punjab, India",Mobile : 9872900567 
Kidzee - Kharar,"Mohali - 140201, Punjab, India",Mobile : 9988796966 
Kidzee - Maur Mandi,"Bathinda, Punjab, India",Mobile : 9878651531 
Kidzee - Mobel Town,"Patiala - 147001, Punjab, India",Mobile : 9888800419 
Kidzee - Mullanpur,"Ludhiana - 141101, Punjab, India",Mobile : 9814374177 
Kidzee - Rajasansi Road,"Amritsar - 143101, Punjab, India",Mobile : 9815666618 
Kidzee - Sant Avenue,"Amritsar - 143001, Punjab, India",Mobile : 9082300001 
Kidzee - Saraswati Vihar,"Mohali - 140507, Punjab, India",Mobile : 8968478877 
Kidzee - The Mall Road,"Amritsar - 143001, Punjab, India",Mobile : 9914102038 
Kidzee - Urban Estate Dugri,"Ludhiana - 141002, Punjab, India",Mobile : 8427302284 
Kinderpillar Pre School,"Patiala - 147001, Punjab, India",Mobile : 9417626249 
Kirpal Sagar Academy,"Jalandhar - 144517, Punjab, India","Mobile : 8872976555, 9417890499 "
KLM International School,"Pathankot - 145001, Punjab, India","Mobile : 9216504779, 9217104779 "
KRJ DAV Senior Secondary Public School,"Kapurthala - 144801, Punjab, India","Mobile : 9501281121, 9501275121 "
KSB World School,"Patiala - 147001, Punjab, India","Mobile : 9257260030, 9216716200 "
Kwatra Kids Care School,"Ludhiana - 141008, Punjab, India",Mobile : 9988677797 
La Blossoms School,"Jalandhar - 144001, Punjab, India",Mobile : 9872714888 
La Foundation School,"Sangrur - 148001, Punjab, India",Mobile : 9888550044 
Lawerance Learning Lounge,"Phone: (0172) 2218386, 4603466 ","Mobile : 7696766558, 9814302747 "
Learners Academy,"Gobindgarh - 147301, Punjab, India","Mobile : 9815144586, 9815718000 "
Learning Paths School,"Mohali, Punjab, India",Mobile : 9878007553 - for admissions only 
Lemmon World School,"Mohali, Punjab, India",Mobile : 9501336655 
Li'L Kangaroos,"Jalandhar - 144014, Punjab, India",Mobile : 9855250281 
Liberty Public School,"Jalandhar - 144409, Punjab, India",Mobile : 9463766474 
Lily Candies Play School,"Patiala - 147103, Punjab, India","Mobile : 9417560548, 9592695078 "
Little Angel Co-ed School,"Kapurthala - 144601, Punjab, India",Mobile : 9914005752 
Little Angels School,"Zirakpur - 140603, Punjab, India",Mobile : 9257202344 
Little Castle Kids Campus,"Patiala - 147102, Punjab, India","Mobile : 9914826101, 9779869102, 9779878102 "
Little Chikoos Daycare and Playschool,"Mohali, Punjab, India",Mobile : 9501366349 
Little Einsteins,"Kapurthala - 144601, Punjab, India",Mobile : 9501727464 
Little Flower Convent Senior Secondary School,"Gurdaspur - 143521, Punjab, India",Mobile : 8968655890 
Little Flower World Play Way,"Jalandhar - 144002, Punjab, India",Mobile : 9115631235 
Little Leaders Play School,"Batala - 143505, Punjab, India",Mobile : 9872957831 
Little Millennium,"Moga - 142001, Punjab, India","Mobile : 9888381182, 7507105000 "
Little Star Public School,"Ludhiana - 141108, Punjab, India",Mobile : 9888348202 
Lovedale Senior School,"Amritsar - 143001, Punjab, India",Mobile : 9257250750 
Luvdale Senior School,"Amritsar - 143001, Punjab, India",Mobile : 9815590543 
Madhuban Vatika Public School,"Ropar - 140117, Punjab, India","Mobile : 9915886500, 9417589131 "
Maharaja Ranjit Singh Police Public School,"Jalandhar - 144410, Punjab, India",Mobile : 9257292930 
Mahindra Public School,"Bathinda - 151001, Punjab, India",Mobile : 9888013813 
MD Dayanand Model School,"Jalandhar - 144040, Punjab, India","Mobile : 9041070748, 9041020748 "
MDK Arya Senior Secondary Public School,"Pathankot - 145001, Punjab, India",Mobile : 9357816068 
Mehar Model High School,"Mohali - 160055, Punjab, India",Mobile : 9814861370 
MGCAS Junior Model School,"Khanna - 141402, Punjab, India",Mobile : 9855045461 
MHR Senior Secondary School,"Bathinda - 151001, Punjab, India",Mobile : 9814413194 
Mind Tree School - Kharar,"Mohali - 140301, Punjab, India","Mobile : 9216732222, 9216032222 "
Minerva Divine Public School,"Zirakpur, Punjab, India","Mobile : 9417874980, 9041729029 "
Miri Piri Academy,"Amritsar - 143105, Punjab, India",Mobile : 8054018906 
Modern Secular Public School,"Sangrur - 148024, Punjab, India","Mobile : 8054738720, 8725855741 "
MD Dayanand Model School,"Jalandhar - 144040, Punjab, India","Mobile : 9041070748, 9041020748 "
MDK Arya Senior Secondary Public School,"Pathankot - 145001, Punjab, India",Mobile : 9357816068 
Mehar Model High School,"Mohali - 160055, Punjab, India",Mobile : 9814861370 
MGCAS Junior Model School,"Khanna - 141402, Punjab, India",Mobile : 9855045461 
MHR Senior Secondary School,"Bathinda - 151001, Punjab, India",Mobile : 9814413194 
Mind Tree School - Kharar,"Mohali - 140301, Punjab, India","Mobile : 9216732222, 9216032222 "
Minerva Divine Public School,"Zirakpur, Punjab, India","Mobile : 9417874980, 9041729029 "
Miri Piri Academy,"Amritsar - 143105, Punjab, India",Mobile : 8054018906 
Modern Secular Public School,"Sangrur - 148024, Punjab, India","Mobile : 8054738720, 8725855741 "
Montessorie Cambridge School,"Pathankot - 145001, Punjab, India","Mobile : 9876570911, 9876570913 "
Mother Teacher School,"Barnala - 148101, Punjab, India",Mobile : 9216239604 
Mother's Pride,"Hoshiarpur, Punjab, India",Mobile : 9872500054 
Mother's Pride -  New Lajpat Nagar,"Ludhiana - 141002, Punjab, India",Mobile : 9814711123 
Mount Litera Zee School,"Bathinda - 151001, Punjab, India",Mobile : 9888033699 
Mount View Public School,"Zirakpur, Punjab, India",Mobile : 9814680841 
MS Adarsh Public School,"Ludhiana - 141101, Punjab, India",Mobile : 9855878703 
MSDM School,"Zirakpur, Punjab, India","Mobile : 9855123409, 9855123422 "
Nanhe Kadam Play School,"Ludhiana - 141013, Punjab, India",Mobile : 9464273256 
Nankana Sahib Senior Secondary Public School,"Ludhiana - 141112, Punjab, India",Mobile : 9815538262 
Narain Public School,"Patiala - 147003, Punjab, India",Mobile : 9257252862 
Nawab Jassa Singh Ahluwalia Public Senior Secondary School,"Khanna - 141417, Punjab, India",Mobile : 8528053125 
New ABC Montessori,"Ludhiana - 141013, Punjab, India",Mobile : 8146998909 
New Angel Public School,"Zirakpur - 140603, Punjab, India",Mobile : 9257236511 
New Delhi Public School,"Patiala - 147001, Punjab, India",Mobile : 9216502343 
New Era Public School,"Ludhiana - 141010, Punjab, India",Mobile : 9872587100 
New GMT Public School,"Ludhiana, Punjab, India","Mobile : 9915996653, 9915979657 "
New Janta Model High School,"Ludhiana - 141014, Punjab, India",Mobile : 8437162320 
New Senior Secondary School,"Ludhiana - 141001, Punjab, India",Mobile : 9814335703 
Nightingale Senior Secondary School,"Ludhiana - 141003, Punjab, India",Mobile : 9814045189 
NRM Holy Heart Convent School,"Mansa - 151503, Punjab, India",Mobile : 9872804931 
Nurture Nest,"Zirakpur, Punjab, India","Mobile : 9041337766, 9041337766 "
Oakdale School,"Hoshiarpur - 146113, Punjab, India","Mobile : 9888609692, 9257292700 "
Oakridge International School,"Mohali - 140301, Punjab, India",Mobile : 9133337711 
Oasis Public School,"Malerkotla - 148023, Punjab, India",Mobile : 9855055470 
Orient Convent High School,"Ludhiana - 141008, Punjab, India",Mobile : 9316659100 
Oxford World Senior Secondary School,"Jalandhar - 144211, Punjab, India","Mobile : 9356534697, 9888707142 "
Paathshala - Preparatory Playway Activity School,"Zirakpur - 140603, Punjab, India",Mobile : 9988778272 
Pannu Collegiate School,"Gurdaspur - 143515, Punjab, India","Mobile : 8437615999, 8437612999, 8437617999 "
Paramount Public School - PPS,"Sangrur - 148029, Punjab, India",Mobile : 8284097222 
Partap World School,"Pathankot - 145001, Punjab, India","Mobile : 9814050752, 9356925282, 9814690000 "
Path Finder High School,"Mohali - 160069, Punjab, India",Mobile : 9815009910 
Patiala School for Deaf Blind,"Patiala - 147001, Punjab, India","Mobile : 9780043892, 9780043893 "
Penguin Castle Pre School,"Ludhiana - 141001, Punjab, India",Mobile : 9646983009 
Pepsu International Public School,"Patiala - 147001, Punjab, India","Mobile : 8437489000, 8437589000 "
Pine Grove Public School - PGPS,"Fatehgarh Sahib - 140412, Punjab, India","Mobile : 9023026710, 9023226710, 9814005455 "
Pinkys Preschool and Day Care,"Mohali - 140110, Punjab, India",Mobile : 9915314410 
Pips World School,"Nawan Shehar - 144515, Punjab, India",Mobile : 9914436701 
PJM School,"Patiala - 147001, Punjab, India","Mobile : 9914310080, 9781309696 "
Podar International School - PIS Patiala,"Patiala - 148001, Punjab, India",Mobile : 8727066686 
Premier Public School,"Patiala - 147101, Punjab, India","Mobile : 8872014604, 8872014606 "
Presentation Public School,"Gurdaspur - 145029, Punjab, India",Mobile : 9914090306 
Pristine Public School,"Gurdaspur - 143604, Punjab, India",Mobile : 8054425900 
Prita Lee Lesson School,"Kapurthala - 144601, Punjab, India",Mobile : 9779282833 
Pumpkin Kindergarten,"Ludhiana - 141001, Punjab, India",Mobile : 9815028555 
Pumpkins Kindergarten,"Ludhiana - 141001, Punjab, India",Mobile : 815028555 
Punjab Convent Senior Secondary School,"Moga - 142038, Punjab, India",Mobile : 8146569273 
Punjab International School,"Ropar - 140112, Punjab, India","Mobile : 9417447168, 9914547169 "
R.S. Model Senior Secondary School,"Ludhiana - 141002, Punjab, India",Mobile : 8195050333 
Radcliffe School,"Jalandhar - 144003, Punjab, India","Mobile : 9316031311, 9316005772 "
Radcliffe School - Bathinda Badal Road,"Bathinda - 151001, Punjab, India","Mobile : 8556007852, 8556000000 "
Radcliffe School - Shant Nagar,"Bathinda - 151001, Punjab, India","Mobile : 8556007852, 8556000000 "
Radha Vatika Senior Secondary School,"Khanna - 141401, Punjab, India","Mobile : 7087027401, 7087027402 "
Radiant Kids Playway School,"Bathinda - 151001, Punjab, India",Mobile : 9478877355 
Raekot Public School,"Ludhiana - 141109, Punjab, India",Mobile : 9815359981 
Raj Karni Galhotra DAV Public School,"Firozpur - 152022, Punjab, India",Mobile : 9814230652 
Rajindera Public Senior Secondary School,"Moga - 142001, Punjab, India","Mobile : 8872012312, 7009872328, 8547752589 (Principal) "
Ram Lal Bhasin Public School,"Ludhiana - 141003, Punjab, India","Mobile : 9855970088, 9781314502 "
Real Life Kids Play School,"Jalandhar, Punjab, India","Mobile : 8427829974, 7696940404 "
Red Bishop Kidzhome,"Mohali - 160104, Punjab, India",Mobile : 8872029002 
Red Rachis International School,"Gurdaspur - 143505, Punjab, India",Mobile : 9417948127 
Rhema International School - RIS,"Pathankot - 145001, Punjab, India",Mobile : 8054214418 
Rising Stars Playway School,"Ludhiana - 141001, Punjab, India",Mobile : 9872404915 
Rose Mary Convent School,"Bathinda - 151001, Punjab, India","Mobile : 9478548296, 9915762600 "
Rose Petals Kids Play School,"Jalandhar - 144033, Punjab, India",Mobile : 8427829974 
Rose Playway School,"Mohali - 160055, Punjab, India",Mobile : 9417769021 
Rosemary Public School,"Sangrur - 148028, Punjab, India",Mobile : 9417772482 
Royal Convent School,"Moga - 142055, Punjab, India","Mobile : 9038700002, 9038700005, 9038700005, 9878299525 "
Royal Model Senior Secondary School,"Patiala - 147001, Punjab, India",Mobile : 9888364010 
Royal Play Way School,"Ludhiana - 141003, Punjab, India",Mobile : 9914814028 
S.D. Model School,"Gobindgarh - 143521, Punjab, India",Mobile : 7307310920 
S.D. Model Senior Secondary School,"Moga - 142001, Punjab, India","Mobile : 9814607467, 9855100666 "
Sacred Dales Public School,"Ludhiana - 141003, Punjab, India","Mobile : 9872026616, 9876200472 "
Sacred Heart Convent Senior Secondary School,"Khanna - 141401, Punjab, India",Mobile : 9417397316 
Sacred Heart Public School,"Kapurthala - 144802, Punjab, India","Mobile : 9257211718, 9257211719, 9878230889 "
Sacred Soul Convent Senior Secondary School,"Ludhiana - 141116, Punjab, India",Mobile : 9815030852 
Sacred Souls' School,"Mohali - 140413, Punjab, India","Mobile : 8437574445, 8437774445 "
Saffron City School,"Fatehgarh Sahib - 140406, Punjab, India","Mobile : 9463602589, 9463602289 "
Saffron Publlic School,"Kapurthala - 144401, Punjab, India","Mobile : 9056733233, 9056833233, 9023400300 "
Sahibzada Ajit Singh Academy,"Rupnagar - 140001, Punjab, India","Mobile : 9872215595, 8146822695, 9876633772 "
Sahibzada Ajit Singh Ji Public School,"Jalandhar - 144633, Punjab, India",Mobile : 9876730106 
Saint Farid Convent School,"Mukatsar - 152026, Punjab, India",Mobile : 9424960913 
Saint Fateh Singh Convent School,"Bathinda - 151509, Punjab, India","Mobile : 9872015239, 9465120839, 9465120939 "
Saint Paul's High School,"Bathinda - 151003, Punjab, India",Mobile : 9780085155 
Saint Soldier National Pubic Senior Secondary School,"Bathinda - 151001, Punjab, India","Mobile : 9815819766, 9041991080, 9041142414 "
Saint Soldier Senior Secondary Convent School,"Mukatsar - 152026, Punjab, India",Mobile : 9888314517 
Sanawar an Institute for Childern,"Bathinda - 151001, Punjab, India","Mobile : 9463157862, 9815946151 "
Sanfort Preschool,"Ludhiana - 141001, Punjab, India","Mobile : 8146066000, 9855566000 "
Sanjay Convent School,"Amritsar - 143416, Punjab, India",Mobile : 9814240049 
Sanskaar Play School,"Hoshiarpur - 146001, Punjab, India",Mobile : 9646301025 
Sanskar International School,"Nawan Shehar - 144506, Punjab, India","Mobile : 8968008073, 8968546292 "
Sant Gobind Gopal Senior Secondary School,"Amritsar - 143001, Punjab, India",Mobile : 9780366453 
Sant Sar Public School,"Amritsar - 143203, Punjab, India",Mobile : 9872702100 
Sant Sarwan Dass Model School,"Kapurthala - 144001, Punjab, India",Mobile : 9417309154 
Sardar Sobha Singh Public School,"Ludhiana - 141109, Punjab, India",Mobile : 9779087001 
Sareen Infotech Bharteeya Vidya Niketan Senior Secondary School,"Amritsar - 143001, Punjab, India","Mobile : 9914716666, 9803131315 "
Sarvottam Academy,"Barnala - 148101, Punjab, India","Mobile : 9417453247, 9317572296 "
SAS Bragnam,"Patiala - 147105, Punjab, India",Mobile : 9041450022 
Satluj Public School,"Rupnagar - 140001, Punjab, India","Mobile : 9501105761, 9501105762, 9501105763, 9501105764, 65 "
Satya Bharti Adarsh Senior Secondary School,"Amritsar - 143109, Punjab, India","Mobile : 9876638782, 9876634390 "
SBDS Collegiate School,"Tarn Taran - 143303, Punjab, India","Mobile : 8872991333, 8872992333 "
SBR DAV Senior Secondary Public School,"Firozpur - 142050, Punjab, India",Mobile : 9814692740 
SBRS Gurukul,"Moga - 142002, Punjab, India","Mobile : 9646500098, 9780800073, 8288870516 "
Scholar Fields Public School,"Patiala - 147001, Punjab, India","Mobile : 8427777222, 8427711229 "
Scholars Fields Public School,"Patiala - 147001, Punjab, India","Mobile : 8427777222, 8427711229 "
Scholars Public School,"Patiala - 140401, Punjab, India",Mobile : 9814800240 
SD Model High School,"Ludhiana - 141007, Punjab, India",Mobile : 9872594408 
Seaba International School,"Sangrur - 148031, Punjab, India","Mobile : 9815694598, 9417025498 "
Sesame Street Preschool,"Amritsar - 143001, Punjab, India",Mobile : 9877101307 
Sewapati Convent School,"Bathinda - 151103, Punjab, India","Mobile : 8437489999, 9417024267 "
Shaheed Baba Deep Singh Public School,"Tarn Taran - 143303, Punjab, India","Mobile : Senior Wing - 9781142060, Junior Wing - 9814493626 "
Shaheed Kartar Singh Sarabha International Public School,"Ludhiana - 141105, Punjab, India","Mobile : 9257224002, 8264676886 "
Shamrock Christian Senior Secondary School,"Ludhiana - 141001, Punjab, India","Mobile : 7307504554, 7307604554 "
Shemford Futuristic School,"Pathankot - 145001, Punjab, India","Mobile : 9888000189, 9888443059, 9780313170 "
Shemrock Blooming Buds Preschool,"Amritsar - 143001, Punjab, India",Mobile : 9855702442 
Shemrock Busy Bees Preschool,"Pathankot - 145001, Punjab, India","Mobile : 9888000189, 9888443059 "
Shemrock Foundation School - 1,"Zirakpur - 140603, Punjab, India","Mobile : 9814754055, 9814004055 "
Shemrock Foundation School - 2,"Mohali - 140507, Punjab, India",Mobile : 9914604055 
Shemrock Group of Preschool,"Patiala - 147001, Punjab, India","Mobile : 9257272100, 9216072100, 9216072100 "
Shemrock Senior Secondary School,"Mohali - 160055, Punjab, India",Mobile : 8968812345 
Shemrock Stars,"Kharar - 140301, Punjab, India","Mobile : 9878815000, 9501692222 "
Shifaly International School,"Ludhiana - 141007, Punjab, India",Mobile : 8284001200 
Shishu Niketan Public School,"Mohali - 160062, Punjab, India",Mobile : 9815094449 
Shivalik Hills Public School,"Bathinda - 151103, Punjab, India","Mobile : 9876241336, 9876126278 "
Shivalik Hills Senior Secondary Public School,"Jalandhar - 144022, Punjab, India","Mobile : 9888269955, 9988828782 "
Shivalik Public School,"Patiala - 147003, Punjab, India",Mobile : 9530906853 
Shree Hanumat International Public School - SHIPS,"Jalandhar - 144409, Punjab, India","Mobile : 7837636615, 9988703474 "
Shri Dasmesh Public Senior Secondary School,"Barnala - 148105, Punjab, India","Mobile : 9417480763, 9815894897 "
Shri Guru Gobind Singh Senior Secondary Public School,"Hoshiarpur - 144211, Punjab, India","Mobile : 8725002741, 9257268004 "
Shri Guru Harkrishan Public School,"Kapurthala - 144602, Punjab, India",Mobile : 9988599224 
Shri Guru Ram Rai Public School - SGRR Barewal,"Ludhiana - 142027, Punjab, India",Mobile : 9417123415 
Shri Guru Ram Rai Public School - SGRR Katli Ropar,"Rupnagar - 140001, Punjab, India",Mobile : 9814086849 
Shri Mahavir Jain Model Senior Secondary School,"Kapurthala - 144401, Punjab, India",Mobile : 9914122084 
Shri Ram Global Preschool,"Ludhiana - 141001, Punjab, India","Mobile : 8822000044, 8822000055 "
Sidana International School,"Amritsar - 143001, Punjab, India","Mobile : 7837853007, 9646123520, 7837853006 "
Sidhu Memorial Public Senior Secondary School,"Kapurthala - 148106, Punjab, India",Mobile : 9878358438 
Silver Oaks Saplings,"Bathinda - 151001, Punjab, India",Mobile : 7347510705 
Silver Oaks School,"Bathinda - 151001, Punjab, India",Mobile : 8556011880 
Silver Wings Play School,"Jalandhar - 144002, Punjab, India",Mobile : 8427000207 
Simigo International School,"Abohar - 152116, Punjab, India","Mobile : 7520575205, 9122600053, 9122600063 "
Sir Mcauliff High School,"Mohali - 160055, Punjab, India","Mobile : 8427013029, 8427213388 "
Skylark Playway School,"Zirakpur, Punjab, India",Mobile : 9501982201 
Small Angels Playway School,"Ludhiana - 141010, Punjab, India",Mobile : 9872581828 
Smart Wonders School,"Mohali - 160071, Punjab, India",Mobile : 9914815444 
Smile Playway,"Ludhiana - 141002, Punjab, India",Mobile : 9316808957 
Social Model Senior Secondary School,"Jalandhar - 141008, Punjab, India",Mobile : 9872200155 
SportyBeans,"Amritsar - 143001, Punjab, India",Mobile : 8054500073 
Spring Blossoms School,"Amritsar - 143001, Punjab, India",Mobile : 9356001679 
Spring Valley Kindercare,"Mohali - 160062, Punjab, India",Mobile : 9814465346 
Springdale English School,"Bathinda - 151001, Punjab, India",Mobile : 9653618118 
Springles Play School,"Patiala - 147001, Punjab, India",Mobile : 9356663555 
Sri Guru Gobind Singh Public School,"Hoshiarpur - 144221, Punjab, India","Mobile : 8725002741, 8725002703, 8725002705 "
Sri Guru Harkrishan Senior Secondary Public School - Burj Marhana,"Tarn Taran - 143410, Punjab, India",Mobile : 9915596422 
Sri Guru Harkrishan Senior Secondary Public School - Nawan Pind,"Amritsar - 143001, Punjab, India","Mobile : 9914235267, 9463351502 "
Sri Guru Teg Bahadur Public School,"Amritsar - 143501, Punjab, India",Mobile : 9876545345 
Sri Guru Tegh Bahadur Public School,"Patiala - 147001, Punjab, India",Mobile : 9914252375 
Sri Nangali Bachpan School and Academic Heights Public School,"Gurdaspur - 143521, Punjab, India",Mobile : 9781800682 
Sri Sai Public School,"Gurdaspur - 143115, Punjab, India","Mobile : 9815999292, 9417050602 "
Sri Sri Ravishankar Vidya Mandir,"Jalandhar - 144003, Punjab, India",Mobile : 9878529499 
SS Bajwa Memorial Public School,"Gurdaspur - 143516, Punjab, India","Mobile : 9257286100, 9257286103 "
SSS Senior Secondary School - Science,"Gurdaspur - 143521, Punjab, India","Mobile : 9317900079, 9317903411 "
St. Alphonsa Convent School,"Abohar - 152116, Punjab, India","Mobile : 9417330333, 9988077057 "
St. Ezra International Senior Secondary School,"Mohali - 160022, Punjab, India",Mobile : 9876607740 
St. Farid Public School,"Fatehgarh Sahib - 147301, Punjab, India",Mobile : 9814744755 
St. Gregorios School,"Ludhiana - 141001, Punjab, India",Mobile : 9872527264 
St. Kabir Academy,"Ludhiana - 142025, Punjab, India","Mobile : 9417472223, 9814508488 "
St. Mary's Convent School,"Faridkot - 151203, Punjab, India",Mobile : 8699556691 
St. Mary's School,"Fatehgarh Sahib - 140604, Punjab, India","Mobile : 8558888899, 8568888899 "
St. Paul's Public School,"Ludhiana - 141124, Punjab, India","Mobile : 8968306833, 8968506833 "
St. Roop Convent School,"Fatehgarh Sahib - 147001, Punjab, India","Mobile : 8558949499, 8558949498 "
St. Sai Senior Secondary School,"Amritsar - 143001, Punjab, India",Mobile : 9417267879 
St. Soldier International Convent School,"Mohali - 160059, Punjab, India",Mobile : 8528768025 
St. Soldier Paradise Public School,"Mohali - 144001, Punjab, India",Mobile : 9316101879 
St. Solider Paradise Senior Secondary School,"Patiala - 144001, Punjab, India",Mobile : 9316101879 
St. Thomas High School,"Patiala - 145001, Punjab, India",Mobile : 9826023455 
St. Xavier's High School,"Bathinda - 151103, Punjab, India",Mobile : 9257270004 
St. Xavier's International School,"Patiala - 147001, Punjab, India","Mobile : 9914580764, 9914380764 "
St. Xavier’s World School - NFL,"Bathinda - 151003, Punjab, India",Mobile : 7535811111 
Standard Public School,"Gurdaspur - 143516, Punjab, India","Mobile : 9914023082, 9914023084 "
Star Kids Zone,"Ludhiana - 141007, Punjab, India",Mobile : 9878406148 
Star Kids Zone Play Way School,"Ludhiana - 141007, Punjab, India",Mobile : 9915692372 
Star Plus Convent School,"Bathinda - 151301, Punjab, India","Mobile : 8558848071, 8558848072, 8558848074, 8558848075 "
Starex Play School,"Kapurthala, Punjab, India",Mobile : 8146780231 
State Public School - Jalandhar Cantt,"Jalandhar - 144005, Punjab, India","Mobile : 9041025431, 9216025423 "
State Public School - Nakodar,"Jalandhar - 144040, Punjab, India",Mobile : 9216025423 
State Public School - Shahkot,"Jalandhar - 144702, Punjab, India","Mobile : 9257263011, 9216025422, 9216025423 "
Steelmans Public School,"Sangrur - 141401, Punjab, India",Mobile : 9888451930 
Story Brooke Pre School,"Ludhiana - 141012, Punjab, India",Mobile : 9501187373 
Sudesh Vatika Convent Senior Secondary School,"Bathinda - 151302, Punjab, India","Mobile : 9815621788, 9855021788 "
Suman Day Boarding Senior Secondary School,"Jalandhar - 144007, Punjab, India",Mobile : 9217901173 
Summer Hill Convent School,"Bathinda - 151001, Punjab, India","Mobile : 9463145404, 9417561052 "
Summer Valley School,"Patiala - 147001, Punjab, India",Mobile : 9888806650 
Sun Rise Nursery and Pre Nursery School,"Ludhiana - 141003, Punjab, India",Mobile : 9888420215 
Superkidz Holy Heart,"Amritsar, Punjab, India","Mobile : 7341124821, 7341124822, 7341124823 "
Supreme Convent School,"Moga - 142039, Punjab, India","Mobile : 9815181186, 9872627244 "
Surya Convent School,"Moga - 142042, Punjab, India",Mobile : 9815480855 
Sutlej Public Senior Secondary School,"Ludhiana - 141007, Punjab, India",Mobile : 7973116019 
SVJC DAV Public School,"Hoshiarpur - 144205, Punjab, India",Mobile : 7298385441 
Sweet Pearls Play School,"Jalandhar - 144001, Punjab, India",Mobile : 9872587270 
Tagore International Smart School,"Jalandhar - 144002, Punjab, India",Mobile : 9023296022 
Takshila School,"Barnala - 148101, Punjab, India","Mobile : 9779026200, 8872675666 "
Tender Buds a Play School,"Zirakpur - 140603, Punjab, India",Mobile : 8146655522 
Tender Steps Foundation School,"Zirakpur - 140603, Punjab, India",Mobile : 9988899014 
The Gladiolus School,"Mukatsar - 152026, Punjab, India",Mobile : 9530723376 
The Heritage School,"Jalandhar - 144623, Punjab, India",Mobile : 9814154896 
The Indo British School,"Patiala - 147001, Punjab, India","Mobile : 9814830189, 9814714488 "
The Little Kingdom Nursery School,"Ludhiana - 141001, Punjab, India",Mobile : 9815536654 
The Pinewood International Senior Secondary School,"Amritsar - 143001, Punjab, India","Mobile : 9855580919, 9815213772, 9815522107 "
The Poly Kids - Swastik Vihar,"Zirakpur - 140603, Punjab, India","Mobile : 9501717656, 8699457421 "
The Trinity School,"Hoshiarpur - 247667, Punjab, India",Mobile : 9815007373 
Tiny Dale School,"Jalandhar - 144002, Punjab, India",Mobile : 9815092437 
Tiny Tots Foundation School,"Mohali - 160064, Punjab, India","Mobile : 9779117333, 9876677333 "
Udaan Special School,"Jalandhar - 144001, Punjab, India",Mobile : 9888334053 
Universal Academy,"Tarn Taran - 143401, Punjab, India","Mobile : 8054946400, 8054946161 "
USPC Jain Public School,"Ludhiana - 141010, Punjab, India",Mobile : 7087137301 
V.B. International Senior Secondary School,"Zirakpur - 140603, Punjab, India",Mobile : 9257222210 
Vardhman International Public School - VIPS,"Ludhiana - 141014, Punjab, India",Mobile : 7087593000 
Vasant Valley Public School,"Sangrur - 148034, Punjab, India",Mobile : 9781603011 
Victoria International School,"Hoshiarpur - 144211, Punjab, India",Mobile : 9216370727 
Victoria Public School,"Ludhiana - 141118, Punjab, India",Mobile : 9855726621 
Victoria Public Senior Secondary School,"Patiala, Punjab, India",Mobile : 9872891523 
Vijay Model High School,"Ludhiana - 141002, Punjab, India",Mobile : 9356902309 
Waheguru Public School,"Ludhiana - 141001, Punjab, India",Mobile : 9417188640 
Wonder Kidz,"Ludhiana - 141012, Punjab, India",Mobile : 9425600854 
